ibnr;ld;dst;kz;name;length;namel;dstabk;gonr;goabk;gdenr;gemeinde;kt;bp;vp;vg;vd;ycoord;xcoord;height;karte1;karte2
8503991;85;3991;7;Bürg;4;;;801;PAG;3342;Eschenbach (SG);SG;*;*;;;714'022;234'178;547;▲;▲
8508491;85;8491;3;Bürgenstock Resort;18;;;107;BB;1510;Stansstad;NW;*;*;;;671'513;205'555;874;▲;▲
8579228;85;79228;3;Bürgenstock, Ost;16;;;801;PAG;1505;Ennetbürgen;NW;*;*;;;672'114;205'509;856;▲;▲
8557029;85;57029;1;Bürgenstock, Residenzen;23;;;801;PAG;1505;Ennetbürgen;NW;*;*;;;671'172;205'307;864;▲;▲
8557030;85;57030;9;Bürgenstock, Waldhotel;22;;;801;PAG;1505;Ennetbürgen;NW;*;*;;;671'995;205'476;843;▲;▲
8557028;85;57028;3;Bürgenstock, Zentrum;20;;;801;PAG;1505;Ennetbürgen;NW;*;*;;;671'727;205'504;856;▲;▲
8506106;85;6106;9;Bürglen;7;;BGL;11;SBB;4911;Bürglen (TG);TG;*;*;*;*;728'808;267'891;440;▲;▲
8573290;85;73290;9;Bürglen TG, Bahnhof;19;;BGBF;801;PAG;4911;Bürglen (TG);TG;*;*;;;728'800;267'800;440;▲;▲
8573291;85;73291;7;Bürglen TG, Mühle;17;;;801;PAG;4911;Bürglen (TG);TG;*;*;;;729'000;267'800;450;▲;▲
8573289;85;73289;1;Bürglen TG, Post;16;;;801;PAG;4911;Bürglen (TG);TG;*;*;;;729'090;268'090;441;▲;▲
8530853;85;30853;6;Bürglen UR Brügg (Ruogigbahn);29;;;3036;LBER;1205;Bürglen (UR);UR;*;*;;;694'671;192'623;647;▲;▲
8573117;85;73117;4;Bürglen UR, Hartolfingen;24;;;801;PAG;1205;Bürglen (UR);UR;*;*;;;693'047;192'263;519;▲;▲
8505659;85;5659;8;Bürglen UR, Loreto;18;;;801;PAG;1205;Bürglen (UR);UR;*;*;;;694'430;192'520;655;▲;▲
8505890;85;5890;9;Bürglen UR, Post;16;;BGLP;816;AAGU;1205;Bürglen (UR);UR;*;*;;;693'369;192'317;552;▲;▲
8577395;85;77395;2;Bürglen UR, Seminar;19;;;816;AAGU;1205;Bürglen (UR);UR;*;*;;;692'723;192'195;552;▲;▲
8587599;85;87599;7;Bürglen UR, Sonneggstrasse;26;;;816;AAGU;1205;Bürglen (UR);UR;*;*;;;693'700;192'450;552;▲;▲
8573118;85;73118;2;Bürglen UR, St. Sebastian;25;;;801;PAG;1205;Bürglen (UR);UR;*;*;;;693'937;192'445;612;▲;▲
8505660;85;5660;6;Bürglen UR, Trudelingen;23;;;801;PAG;1205;Bürglen (UR);UR;*;*;;;695'967;192'771;699;▲;▲
8588569;85;88569;9;Bürglen UR, Urnertor;20;;;816;AAGU;1205;Bürglen (UR);UR;*;*;;;692'389;191'990;486;▲;▲
8502093;85;2093;3;Büron-Bad Knutwil;17;;BBK;84;ST;1082;Büron;LU;*;*;*;;649'280;229'040;496;▲;▲
8502086;85;2086;7;Büron, Dorf;11;;;801;PAG;1082;Büron;LU;*;*;;*;649'684;229'417;511;▲;▲
8572673;85;72673;7;Büron, Eichenmoos;17;;;801;PAG;1082;Büron;LU;*;*;;;650'152;228'597;511;▲;▲
8502090;85;2090;9;Büron, Triengenacker;20;;;801;PAG;1082;Büron;LU;*;*;;;649'258;230'170;520;▲;▲
8506151;85;6151;5;Büsingen;8;;;193;URh;7101;Büsingen (D);D;*;*;;;694'185;283'509;400;▲;▲
8530838;85;30838;7;Büsingen (Fähre);16;;;3184;FRW;7101;Büsingen (D);D;*;*;;;692'686;282'484;304;▲;▲
8573742;85;73742;9;Büsingen, Bürgerhaus;20;;;846;RVSH;7101;Büsingen (D);D;*;*;;;693'770;283'590;392;▲;▲
8594804;85;94804;2;Büsingen, Grundschule/Griesstr;30;;;354;SBG;7101;Büsingen (D);D;*;*;;;693'390;283'309;405;▲;▲
8573745;85;73745;2;Büsingen, Kirche St. Michael;28;;;846;RVSH;7101;Büsingen (D);D;*;*;;;694'910;283'890;402;▲;▲
8573743;85;73743;7;Büsingen, Schifflände;21;;;846;RVSH;7101;Büsingen (D);D;*;*;;;694'205;283'680;395;▲;▲
8573740;85;73740;3;Büsingen, Stemmer;17;;;846;RVSH;7101;Büsingen (D);D;*;*;;;692'375;282'475;394;▲;▲
8573744;85;73744;5;Büsingen, Strandbad;19;;;846;RVSH;7101;Büsingen (D);D;*;*;;;694'450;283'615;392;▲;▲
8573741;85;73741;1;Büsingen, Wiesli;16;;;846;RVSH;7101;Büsingen (D);D;*;*;;;693'325;283'000;390;▲;▲
8572187;85;72187;8;Büsserach, Alte Mühle;21;;;801;PAG;2614;Büsserach;SO;*;*;;;607'581;248'810;422;▲;▲
8572186;85;72186;0;Büsserach, Niederfeld;21;;;801;PAG;2614;Büsserach;SO;*;*;;;607'814;249'786;407;▲;▲
8500755;85;755;9;Büsserach, Post;15;;;801;PAG;2614;Büsserach;SO;*;*;;*;607'752;249'247;416;▲;▲
8572188;85;72188;6;Büsserach, Ziegelhütte;22;;;801;PAG;2614;Büsserach;SO;*;*;;;607'452;248'408;428;▲;▲
8571425;85;71425;3;Bütschel, Abzw.;15;;;801;PAG;880;Rüeggisberg;BE;*;*;;;602'919;188'265;922;▲;▲
8571401;85;71401;4;Bütschel, Gschneit;18;;;801;PAG;880;Rüeggisberg;BE;*;*;;;602'660;187'814;941;▲;▲
8506203;85;6203;4;Bütschwil;9;;BUET;11;SBB;3395;Bütschwil-Ganterschwil;SG;*;*;;*;723'624;246'705;611;▲;▲
8574000;85;74000;1;Bütschwil, Au;13;;;801;PAG;3395;Bütschwil-Ganterschwil;SG;*;*;;;723'937;248'174;584;▲;▲
8573979;85;73979;7;Bütschwil, Bahnhof;18;;BLBF;801;PAG;3395;Bütschwil-Ganterschwil;SG;*;*;;;723'612;246'668;611;▲;▲
8573999;85;73999;5;Bütschwil, Engi;15;;BLEI;801;PAG;3395;Bütschwil-Ganterschwil;SG;*;*;;;723'742;247'839;600;▲;▲
8580489;85;80489;8;Bütschwil, Hofwiesen;20;;BLHW;801;PAG;3395;Bütschwil-Ganterschwil;SG;*;*;;;723'512;247'010;613;▲;▲
8573980;85;73980;5;Bütschwil, Pflegeheim;21;;;801;PAG;3395;Bütschwil-Ganterschwil;SG;*;*;;;723'222;246'911;623;▲;▲
8503955;85;3955;2;Büttenhardt, Dorf;17;;;846;RVSH;2914;Büttenhardt;SH;*;*;;;691'080;290'315;655;▲;▲
8573486;85;73486;3;Büttenhardt, Reiathöfe;22;;;846;RVSH;2914;Büttenhardt;SH;*;*;;;691'325;291'225;655;▲;▲
8502670;85;2670;8;Büttikon AG, Brunnächer;23;;;801;PAG;4064;Büttikon;AG;*;*;;;662'946;242'180;505;▲;▲
8572630;85;72630;7;Büttikon AG, Brünishalden;25;;;801;PAG;4064;Büttikon;AG;*;*;;;663'142;242'589;486;▲;▲
8572632;85;72632;3;Büttikon AG, Oberdorf;21;;;801;PAG;4064;Büttikon;AG;*;*;;;662'744;241'979;501;▲;▲
8572631;85;72631;5;Büttikon AG, Rossweid;21;;;801;PAG;4064;Büttikon;AG;*;*;;;663'062;242'374;501;▲;▲
8508142;85;8142;2;Bützberg Ost (Agl);18;;BUEO;11;SBB;342;Thunstetten;BE;*;;;;623'199;229'116;550;▲;▲
8576921;85;76921;6;Bützberg, Käserei;17;;BUKA;870;ASM Auto;342;Thunstetten;BE;*;*;;;623'313;229'477;477;▲;▲
8576920;85;76920;8;Bützberg, Neuquartier;21;;BUNE;870;ASM Auto;342;Thunstetten;BE;*;*;;;622'726;228'968;477;▲;▲
8508960;85;8960;7;Bützberg, Tell;14;;BUTE;870;ASM Auto;342;Thunstetten;BE;*;*;;;623'097;229'295;477;▲;▲
8576923;85;76923;2;Bützberg, Unterdorf;19;;BUUN;870;ASM Auto;342;Thunstetten;BE;*;*;;;623'900;229'630;477;▲;▲
8508961;85;8961;5;Bützberg, Wyssenried;20;;BUWY;870;ASM Auto;342;Thunstetten;BE;*;*;;;622'290;228'504;508;▲;▲
8501024;85;1024;9;Céligny;7;;CEL;11;CFF;6610;Céligny;GE;*;;;;504'659;133'708;391;▲;▲
8501315;85;1315;1;Céligny (lac);13;;CECG;184;CGN;6610;Céligny;GE;*;*;;;505'416;133'691;373;▲;▲
8588665;85;88665;5;Céligny, gare;13;;;738;TPN;6610;Céligny;GE;*;*;;;504'625;133'725;391;▲;▲
8588664;85;88664;8;Céligny, village;16;;;738;TPN;6610;Céligny;GE;*;*;;;504'325;134'050;431;▲;▲
8530170;85;30170;5;Cabane-de-Bois;14;;;245;CMA;6253;Crans-Montana;VS;*;*;;;604'838;131'898;2080;▲;▲
8530869;85;30869;2;Cabane-des-Diabl. (Glacier);27;;;261;G3AG;5411;Ormont-Dessus;VD;*;;;;582'742;132'086;2521;▲;▲
8530870;85;30870;0;Cabane-des-Diabl. (Oldenegg);28;;;261;G3AG;5411;Ormont-Dessus;VD;*;;;;582'773;132'092;2520;▲;▲
8530590;85;30590;4;Cabane-des-Diablerets;21;;;261;G3AG;5411;Ormont-Dessus;VD;*;*;;;582'760;132'113;2517;▲;▲
8530169;85;30169;7;Cabane-des-Violettes;20;;;245;CMA;6253;Crans-Montana;VS;*;*;;;604'593;132'344;2224;▲;▲
8575796;85;75796;3;Cabbio, Dossello;16;;;801;PAG;5269;Breggia;TI;*;*;;;724'522;83'162;569;▲;▲
8575798;85;75798;9;Cabbio, Posta;13;;;801;PAG;5269;Breggia;TI;*;*;;;724'700;84'225;642;▲;▲
8575797;85;75797;1;Cabbio, S. Rocco;16;;;801;PAG;5269;Breggia;TI;*;*;;;724'676;83'806;611;▲;▲
8575237;85;75237;8;Cabbiolo, sud;13;;;801;PAG;3821;Lostallo;GR;*;*;;;735'889;131'941;445;▲;▲
8505998;85;5998;0;Cabbiolo, Ara;13;;;801;PAG;3821;Lostallo;GR;*;*;;;736'476;133'464;480;▲;▲
8505962;85;5962;6;Cabbiolo, Chiesa;16;;;801;PAG;3821;Lostallo;GR;*;*;;;735'978;132'372;446;▲;▲
8505881;85;5881;8;Cademario, Belsito;18;;;801;PAG;5161;Cademario;TI;*;*;;;713'040;97'922;710;▲;▲
8575388;85;75388;9;Cademario, Cetta;16;;;801;PAG;5161;Cademario;TI;*;*;;;712'340;97'484;780;▲;▲
8575387;85;75387;1;Cademario, Chiesa;17;;;801;PAG;5161;Cademario;TI;*;*;;;712'440;97'450;735;▲;▲
8505755;85;5755;4;Cademario, Kurhaus;18;;;801;PAG;5161;Cademario;TI;*;*;;;712'394;97'703;815;▲;▲
8505888;85;5888;3;Cademario, Lisone;17;;;801;PAG;5161;Cademario;TI;*;*;;;712'070;97'794;809;▲;▲
8505756;85;5756;2;Cademario, Posta;16;;;801;PAG;5161;Cademario;TI;*;*;;;712'818;97'702;731;▲;▲
8575386;85;75386;3;Cademario, S. Ambrogio;22;;;801;PAG;5161;Cademario;TI;*;*;;;713'070;97'866;693;▲;▲
8575317;85;75317;8;Cadempino, Municipio;20;;;801;PAG;5162;Cadempino;TI;*;*;;;715'800;99'341;317;▲;▲
8575316;85;75316;0;Cadempino, Ronchetto;20;;;801;PAG;5162;Cadempino;TI;*;*;;;715'956;98'837;331;▲;▲
8505404;85;5404;9;Cadenazzo;9;;CD;11;FFS;5003;Cadenazzo;TI;*;*;*;*;716'115;112'350;208;▲;▲
8515391;85;15391;6;Cadenazzo Ovest (bif);21;;CDO;11;FFS;5003;Cadenazzo;TI;*;;;;714'476;112'522;203;▲;▲
8583475;85;83475;4;Cadenazzo, ex Segheria;22;;;801;PAG;5003;Cadenazzo;TI;*;*;;;716'630;112'140;214;▲;▲
8583741;85;83741;9;Cadenazzo, Chiesa;17;;;801;PAG;5003;Cadenazzo;TI;*;*;;;716'911;111'971;240;▲;▲
8581300;85;81300;6;Cadenazzo, Scuola Media;23;;;801;PAG;5003;Cadenazzo;TI;*;*;;;716'201;112'138;208;▲;▲
8573329;85;73329;5;Cadenazzo, Scuole Elementari;28;;;801;PAG;5003;Cadenazzo;TI;*;*;;;716'802;112'185;219;▲;▲
8580788;85;80788;3;Cadenazzo, Stazione;19;;CDST;801;PAG;5003;Cadenazzo;TI;*;*;;;716'113;112'326;208;▲;▲
8575268;85;75268;3;Cadepiano, Paese;16;;;801;PAG;5192;Lugano;TI;*;*;;;714'660;91'180;302;▲;▲
8509359;85;9359;1;Cadera;6;;CADE;72;RhB;3561;Poschiavo;GR;*;*;;;801'104;136'002;1383;▲;▲
8509209;85;9209;8;Cadera Barriere;15;;CADS;72;RhB;3561;Poschiavo;GR;*;;;;801'102;135'634;1310;▲;▲
8591716;85;91716;1;Cadro, Grescia;14;;;858;ARL;5192;Lugano;TI;*;*;;;720'160;101'060;550;▲;▲
8591717;85;91717;9;Cadro, Municipio;16;;;858;ARL;5192;Lugano;TI;*;*;;;719'900;100'640;500;▲;▲
8505567;85;5567;3;Cadro, Paese;12;;;858;ARL;5192;Lugano;TI;*;*;;;719'600;100'600;456;▲;▲
8579017;85;79017;0;Cadro, Pronuovo;15;;;858;ARL;5192;Lugano;TI;*;*;;;719'480;99'920;431;▲;▲
8575449;85;75449;9;Cagiallo, Paese;15;;;801;PAG;5226;Capriasca;TI;*;*;;;718'619;102'826;534;▲;▲
8575450;85;75450;7;Cagiallo, San Matteo;20;;;801;PAG;5226;Capriasca;TI;*;*;;;719'065;102'820;547;▲;▲
8530574;85;30574;8;Caischavedra (Disentis);23;;;329;BBD;3982;Disentis/Mustér;GR;*;*;;;705'319;173'511;1850;▲;▲
8530945;85;30945;0;Caischavedra (Gendusas);23;;;329;BBD;3982;Disentis/Mustér;GR;*;*;;;705'098;173'400;1869;▲;▲
8516002;85;16002;8;Caldé;5;;CALD;11;FFS;9998;(Ausland);-;*;;;;695'011;89'172;203;▲;▲
8574747;85;74747;7;Calfreisen, Abzw.;17;;;801;PAG;3921;Arosa;GR;*;*;;;764'308;189'908;1130;▲;▲
8574748;85;74748;5;Calfreisen, Dorf;16;;;801;PAG;3921;Arosa;GR;*;*;;;764'376;190'075;1243;▲;▲
8530578;85;30578;9;Calmut;6;;;333;PSR;3986;Tujetsch;GR;*;*;;;695'269;168'333;2297;▲;▲
8575738;85;75738;5;Calonico, Paese;15;;;801;PAG;5072;Faido;TI;*;*;;;707'709;145'377;962;▲;▲
8575737;85;75737;7;Calonico, Probello;18;;;801;PAG;5072;Faido;TI;*;*;;;708'081;144'829;910;▲;▲
8575725;85;75725;2;Calpiogna;9;;;801;PAG;5072;Faido;TI;*;*;;;704'917;149'281;1141;▲;▲
8505290;85;5290;2;Cama;4;;CAMA;372;SEFT;3831;Cama;GR;*;*;;;733'389;126'070;352;▲;▲
8575236;85;75236;0;Cama, Bivio per Norantola;25;;;801;PAG;3831;Cama;GR;*;*;;;733'696;126'904;366;▲;▲
8580807;85;80807;1;Cama, Municipio;15;;;801;PAG;3831;Cama;GR;*;*;;;733'388;125'828;350;▲;▲
8505959;85;5959;2;Cama, Piani di Verdabbio;24;;;801;PAG;3831;Cama;GR;*;*;;;733'664;127'381;368;▲;▲
8505958;85;5958;4;Cama, Posta;11;;;801;PAG;3831;Cama;GR;*;*;;;733'459;126'090;350;▲;▲
8505499;85;5499;9;Camedo;6;;CAME;49;FART;5397;Centovalli;TI;*;*;;;690'567;112'164;552;▲;▲
8505490;85;5490;8;Camedo transito;15;;CAMT;49;FART;5397;Centovalli;TI;*;*;;;689'955;112'090;502;▲;▲
8570128;85;70128;4;Camignolo, Scuola Media;23;;;801;PAG;5238;Monteceneri;TI;*;*;;;715'862;107'678;450;▲;▲
8575755;85;75755;9;Camignolo, Sopra;16;;;801;PAG;5238;Monteceneri;TI;*;*;;;715'647;107'146;441;▲;▲
8575756;85;75756;7;Camignolo, Sotto;16;;;801;PAG;5238;Monteceneri;TI;*;*;;;715'689;106'839;439;▲;▲
8515733;85;15733;9;Camorino (dira);15;;CAMO;11;FFS;5017;Sant'Antonino;TI;*;;;;719'599;112'680;230;▲;▲
8515977;85;15977;2;Camorino Nord;13;;CAMN;11;FFS;5002;Bellinzona;TI;*;;;;719'509;113'081;225;▲;▲
8515978;85;15978;0;Camorino Sud;12;;CAMS;11;FFS;5017;Sant'Antonino;TI;*;;;;719'686;112'157;230;▲;▲
8570418;85;70418;9;Camorino, centro scolastico;27;;;801;PAG;5002;Bellinzona;TI;*;*;;;720'443;113'570;225;▲;▲
8582975;85;82975;4;Camorino, in Cumlina;20;;;801;PAG;5002;Bellinzona;TI;*;*;;;720'096;113'224;219;▲;▲
8581256;85;81256;0;Camorino, Bivio Comelina;24;;;801;PAG;5002;Bellinzona;TI;*;*;;;720'922;113'964;238;▲;▲
8582976;85;82976;2;Camorino, Pro Quardi;20;;;801;PAG;5002;Bellinzona;TI;*;*;;;719'685;113'020;219;▲;▲
8582977;85;82977;0;Camorino, Soabbia;17;;;801;PAG;5002;Bellinzona;TI;*;*;;;720'403;113'362;221;▲;▲
8582978;85;82978;8;Camorino, Ufficio Circolazione;30;;;801;PAG;5002;Bellinzona;TI;*;*;;;720'172;113'998;224;▲;▲
8581245;85;81245;3;Camorino, Villaggio;19;;;801;PAG;5002;Bellinzona;TI;*;*;;;721'059;113'693;260;▲;▲
8518630;85;18630;4;Campagnola, Via Nazionale;25;;;1064;FNM;9998;(Ausland);-;*;*;;;815'680;116'622;1050;▲;▲
8509367;85;9367;4;Campascio;9;;CAIO;72;RhB;3551;Brusio;GR;*;*;;;807'668;125'035;637;▲;▲
8579985;85;79985;8;Campascio, Strada;17;;;801;PAG;3551;Brusio;GR;*;*;;;807'619;125'035;631;▲;▲
8579983;85;79983;3;Campascio, Zalende;18;;;801;PAG;3551;Brusio;GR;*;*;;;807'796;124'731;610;▲;▲
8575726;85;75726;0;Campello;8;;;801;PAG;5072;Faido;TI;*;*;;;705'989;149'292;1355;▲;▲
8578841;85;78841;4;Camperio, Alta;14;;;862;ABl;5049;Blenio;TI;*;*;;;712'525;153'675;1237;▲;▲
8578843;85;78843;0;Camperio, Monte di Sacco;24;;;862;ABl;5049;Blenio;TI;*;*;;;712'150;153'500;1331;▲;▲
8578840;85;78840;6;Camperio, Ospizio;17;;;862;ABl;5049;Blenio;TI;*;*;;;712'982;153'475;1228;▲;▲
8578839;85;78839;8;Camperio, Pianezza;18;;;862;ABl;5049;Blenio;TI;*;*;;;714'112;153'350;1093;▲;▲
8578842;85;78842;2;Camperio, Piera;15;;;862;ABl;5049;Blenio;TI;*;*;;;712'100;153'825;1369;▲;▲
8505552;85;5552;5;Campione (lago);15;;;188;SNL;7301;Campione (I);I;*;*;;;718'731;91'977;274;▲;▲
8588248;85;88248;0;Campione, via Posero (I);24;;;737;SNL Auto;7301;Campione (I);I;*;*;;;718'918;91'306;475;▲;▲
8579031;85;79031;1;Campione, via Totone (I);24;;;737;SNL Auto;7301;Campione (I);I;*;*;;;718'886;92'247;299;▲;▲
8579032;85;79032;9;Campione, Casino;16;;;737;SNL Auto;7301;Campione (I);I;*;*;;;718'745;92'030;274;▲;▲
8591574;85;91574;4;Campione, Corso Italia;22;;;737;SNL Auto;7301;Campione (I);I;*;*;;;718'863;91'985;291;▲;▲
8591575;85;91575;1;Campione, Via Tagliaferri;25;;;737;SNL Auto;7301;Campione (I);I;*;*;;;718'835;91'755;321;▲;▲
8505272;85;5272;0;Campo (Blenio), Paese;21;;;862;ABl;5049;Blenio;TI;*;*;;;715'043;157'142;1205;▲;▲
8575902;85;75902;7;Campo (VMaggia), al Piano;25;;;801;PAG;5307;Campo (Vallemaggia);TI;*;*;;;683'074;127'026;1177;▲;▲
8583722;85;83722;9;Campo (VMaggia), Chiesa;23;;;801;PAG;5307;Campo (Vallemaggia);TI;*;*;;;681'722;126'948;1320;▲;▲
8575904;85;75904;3;Campo (VMaggia), Ganelle;24;;;801;PAG;5307;Campo (Vallemaggia);TI;*;*;;;681'163;126'882;1300;▲;▲
8575903;85;75903;5;Campo (VMaggia), Paese;22;;;801;PAG;5307;Campo (Vallemaggia);TI;*;*;;;681'447;126'945;1284;▲;▲
8509368;85;9368;2;Campocologno;12;;CAMP;72;RhB;3551;Brusio;GR;*;*;*;*;808'511;123'790;553;▲;▲
8581990;85;81990;4;Campocologno, Li Geri;21;;;801;PAG;3551;Brusio;GR;*;*;;;808'049;124'255;570;▲;▲
8579998;85;79998;1;Campocologno, Scuola;20;;;801;PAG;3551;Brusio;GR;*;*;;;808'050;124'170;837;▲;▲
8579986;85;79986;6;Campocologno, Stazione;22;;;801;PAG;3551;Brusio;GR;*;*;;;808'525;123'855;548;▲;▲
8575583;85;75583;5;Campora, Chiesa;15;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;723'053;81'612;575;▲;▲
8575584;85;75584;3;Campora, Paese;14;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;723'050;81'600;640;▲;▲
8577354;85;77354;9;Campora, Valle;14;;;801;PAG;5249;Castel San Pietro;TI;*;*;;;722'839;81'508;562;▲;▲
8578845;85;78845;5;Campra, centro nordico;22;;;862;ABl;5049;Blenio;TI;*;*;;;710'811;152'933;1424;▲;▲
8578844;85;78844;8;Campra, Bivio;13;;;862;ABl;5049;Blenio;TI;*;*;;;711'250;153'375;1486;▲;▲
8578846;85;78846;3;Campra, Secc;12;;;862;ABl;5049;Blenio;TI;*;*;;;709'790;152'760;1500;▲;▲
8575032;85;75032;3;Camuns, spv.;12;;;801;PAG;3618;Lumnezia;GR;*;*;;;734'290;174'928;881;▲;▲
8575044;85;75044;8;Camuns, vitg;12;;;801;PAG;3618;Lumnezia;GR;*;*;;;734'473;173'968;1173;▲;▲
8575043;85;75043;0;Camuns, Masauns;15;;;801;PAG;3618;Lumnezia;GR;*;*;;;734'636;174'518;1095;▲;▲
8580190;85;80190;2;Camuns, Sutscheins;18;;;801;PAG;3618;Lumnezia;GR;*;*;;;734'710;174'180;1160;▲;▲
8575794;85;75794;8;Caneggio, La Costa;18;;;801;PAG;5269;Breggia;TI;*;*;;;723'532;81'414;560;▲;▲
8575793;85;75793;0;Caneggio, Paese;15;;;801;PAG;5269;Breggia;TI;*;*;;;723'724;81'292;561;▲;▲
8575792;85;75792;2;Caneggio, S. Antonio;20;;;801;PAG;5269;Breggia;TI;*;*;;;723'738;81'083;560;▲;▲
8575791;85;75791;4;Caneggio, Sotto Ronco;21;;;801;PAG;5269;Breggia;TI;*;*;;;723'772;80'865;549;▲;▲
8505504;85;5504;6;Cannero NLM;11;;;187;NLM;9998;(Ausland);-;*;*;;;696'610;97'479;225;▲;▲
8588420;85;88420;5;Cannero, centro;15;;;7043;VCO;9998;(Ausland);-;*;*;;;696'250;97'550;240;▲;▲
8505579;85;5579;8;Cannobio NLM;12;;;187;NLM;9998;(Ausland);-;*;*;;;697'653;102'101;201;▲;▲
8505452;85;5452;8;Cannobio, S. Vittore;20;;;7043;VCO;9998;(Ausland);-;*;*;;;697'460;101'770;214;▲;▲
8578995;85;78995;8;Canobbio, Cioss;15;;;858;ARL;5167;Canobbio;TI;*;*;;;718'103;99'095;421;▲;▲
8579005;85;79005;5;Canobbio, Corba;15;;;858;ARL;5167;Canobbio;TI;*;*;;;717'852;98'988;415;▲;▲
8579004;85;79004;8;Canobbio, Ganna;15;;;858;ARL;5167;Canobbio;TI;*;*;;;718'332;99'960;419;▲;▲
8588903;85;88903;0;Canobbio, Mercato Resega;24;;;858;ARL;5167;Canobbio;TI;*;*;;;718'356;98'496;308;▲;▲
8594259;85;94259;9;Canobbio, Paese;15;;;858;ARL;5167;Canobbio;TI;*;*;;;718'040;99'437;420;▲;▲
8505386;85;5386;8;Canobbio, Stazione;18;;;858;ARL;5167;Canobbio;TI;*;*;;;718'000;99'500;421;▲;▲
8509300;85;9300;5;Canols, Rothornbahn;19;;;801;PAG;3506;Vaz/Obervaz;GR;*;*;;;761'800;178'775;1484;▲;▲
8516013;85;16013;5;Cantello-Gaggiolo;17;;GAGO;11;FFS;9998;(Ausland);-;*;*;;;714'080;77'290;383;▲;▲
8580053;85;80053;2;Cantello, Madonnina (I);23;;;801;PAG;9998;(Ausland);-;*;*;;;713'720;75'819;419;▲;▲
8580791;85;80791;7;Cantello, Municipio (I);23;;;801;PAG;9998;(Ausland);-;*;*;;;713'235;75'482;407;▲;▲
8580054;85;80054;0;Cantello, Paese (I);19;;;801;PAG;9998;(Ausland);-;*;*;;;713'175;75'300;404;▲;▲
8505545;85;5545;9;Cantine di Gandria (lago);25;;;188;SNL;5192;Lugano;TI;*;*;;;722'275;95'319;274;▲;▲
8575294;85;75294;9;Cantonetto di Gentilino;23;;;801;PAG;5236;Collina d'Oro;TI;*;*;;;714'121;93'941;277;▲;▲
8518623;85;18623;9;Cantoniera;10;;;1064;FNM;9998;(Ausland);-;*;*;;;807'983;116'762;930;▲;▲
8518967;85;18967;0;Capäls;6;;CAPA;72;RhB;3871;Klosters-Serneus;GR;*;;;;778'859;198'519;858;▲;▲
8505673;85;5673;9;Capolago (lago);15;;;188;SNL;5254;Mendrisio;TI;*;*;;;719'680;85'016;274;▲;▲
8505367;85;5367;8;Capolago Lago;13;;CAPL;129;MG;5254;Mendrisio;TI;*;*;;;719'600;84'700;274;▲;▲
8505304;85;5304;1;Capolago-Riva S. Vitale;23;;CAP;11;FFS;5254;Mendrisio;TI;*;*;;*;719'534;84'644;274;▲;▲
8505313;85;5313;2;Capolago-Riva S. Vitale MG;26;;CAPM;129;MG;5254;Mendrisio;TI;*;;;;719'526;84'668;273;▲;▲
8575698;85;75698;1;Capolago, Piazza;16;;;801;PAG;5254;Mendrisio;TI;*;*;;;719'733;85'061;274;▲;▲
8591486;85;91486;1;Capolago, Posta;15;;;736;AMSA;5254;Mendrisio;TI;*;*;;;719'448;84'833;268;▲;▲
8591487;85;91487;9;Capolago, Ronco;15;;;801;PAG;5254;Mendrisio;TI;*;*;;;719'812;85'523;286;▲;▲
8578875;85;78875;2;Capolago, Stazione;18;;;801;PAG;5254;Mendrisio;TI;*;*;;;719'533;84'708;274;▲;▲
8505393;85;5393;4;Cappella-Agnuzzo;16;;CAAG;47;FLP;5205;Muzzano;TI;*;*;;;715'119;94'612;341;▲;▲
8581647;85;81647;0;Cappella-Agnuzzo, Stazione;26;;;801;PAG;5205;Muzzano;TI;*;*;;;715'049;94'594;341;▲;▲
8505655;85;5655;6;Caprino (lago);14;;;188;SNL;5192;Lugano;TI;*;*;;;719'802;94'072;274;▲;▲
8580457;85;80457;5;Carì, Condomini;15;;;801;PAG;5072;Faido;TI;*;*;;;706'060;150'084;1620;▲;▲
8575728;85;75728;6;Carì, Paese;11;;;801;PAG;5072;Faido;TI;*;*;;;705'849;150'056;1629;▲;▲
8580116;85;80116;7;Carì, Ticc di Dentro;20;;;801;PAG;5072;Faido;TI;*;*;;;706'400;150'063;1592;▲;▲
8575305;85;75305;3;Carabbia, Al Canvetto;21;;;801;PAG;5192;Lugano;TI;*;*;;;716'137;92'658;509;▲;▲
8594219;85;94219;3;Carabbia, Cimitero;18;;;955;TPL;5192;Lugano;TI;*;*;;;716'046;92'501;518;▲;▲
8575306;85;75306;1;Carabbia, Paese;15;;;801;PAG;5192;Lugano;TI;*;*;;;716'222;92'332;516;▲;▲
8575297;85;75297;2;Carabietta, Paese;17;;;801;PAG;5236;Collina d'Oro;TI;*;*;;;713'194;91'832;283;▲;▲
8575181;85;75181;8;Carasso;7;;;801;PAG;5002;Bellinzona;TI;*;*;;;721'696;118'116;231;▲;▲
8530451;85;30451;9;Cardada;7;;;286;CIT;5113;Locarno;TI;*;*;;;703'705;116'362;1340;▲;▲
8531143;85;31143;1;Cardada (Seggiovia Cimetta);27;;;286;CIT;5113;Locarno;TI;*;*;;;703'906;116'695;1330;▲;▲
